accession,organism,length,collection_date,country,strain,lineage,isolate,host,isolation_source,submission_date,batch
MZ100077.1,Severe acute respiratory syndrome coronavirus 2,29812,2021/05/05,NA,NA,NA,SARS-CoV-2/human/USA/MI-CDC-STM-000055749/2021,Homo sapiens,Nasal Swabs,27-JUL-2021,3
MZ102068.1,Severe acute respiratory syndrome coronavirus 2,29856,2021/05/05,NA,NA,Baseline surveillance (random sampling),SARS-CoV-2/human/USA/MA-CDCBI- CRSP_SCVVFUZB4CHTKRHW/2021,Homo sapiens,clinical,05-MAY-2021,3
MZ290677.1,Severe acute respiratory syndrome coronavirus 2,29813,2021/05/25,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-STM-000069650/2021,Homo sapiens,Nasal Swabs,25-MAY-2021,3
MZ290363.1,Severe acute respiratory syndrome coronavirus 2,29798,2021/05/25,NA,NA,NA,SARS-CoV-2/human/USA/PA-CDC-STM-000070489/2021,Homo sapiens,Nasal Swabs,25-MAY-2021,3
MZ290561.1,Severe acute respiratory syndrome coronavirus 2,29820,2021/05/25,NA,NA,NA,SARS-CoV-2/human/USA/NC-CDC-STM-000069447/2021,Homo sapiens,Nasal Swabs,25-MAY-2021,3
MZ290702.1,Severe acute respiratory syndrome coronavirus 2,29795,2021/05/25,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-STM-000069621/2021,Homo sapiens,Nasal Swabs,25-MAY-2021,3
MZ203387.1,Severe acute respiratory syndrome coronavirus 2,29800,2021/05/15,NA,NA,NA,SARS-CoV-2/human/USA/VA-DCLS-5058/2021,Homo sapiens,NA,14-MAY-2021,3
MZ189097.1,Severe acute respiratory syndrome coronavirus 2,29890,2021/05/15,NA,NA,NA,SARS-CoV-2/human/USA/WV-CDC-4081709-001/2021,Homo sapiens,Anterior nasal swab,13-MAY-2021,3
MZ315423.1,Severe acute respiratory syndrome coronavirus 2,29807,2021/05/31,NA,NA,NA,SARS-CoV-2/human/USA/GA-CDC-STM-000072202/2021,Homo sapiens,Nasal Swabs,31-MAY-2021,3
MZ315598.1,Severe acute respiratory syndrome coronavirus 2,29812,2021/05/31,NA,NA,NA,SARS-CoV-2/human/USA/MI-CDC-STM-000072428/2021,Homo sapiens,Nasal Swabs,31-MAY-2021,3
MZ316971.1,Severe acute respiratory syndrome coronavirus 2,29813,2021/05/31,NA,NA,NA,SARS-CoV-2/human/USA/MN-CDC- IBX670260960033/2021,Homo sapiens,S,31-MAY-2021,3
MZ315030.1,Severe acute respiratory syndrome coronavirus 2,29851,2021/05/31,NA,NA,NA,SARS-CoV-2/human/BHR/NPS/2021,Homo sapiens,nasal swab,30-JUN-2021,3
MZ315420.1,Severe acute respiratory syndrome coronavirus 2,29812,2021/05/31,NA,NA,NA,SARS-CoV-2/human/USA/MN-CDC-STM-000072273/2021,Homo sapiens,Nasal Swabs,31-MAY-2021,3
MZ149473.1,Severe acute respiratory syndrome coronavirus 2,29856,2021/05/09,NA,NA,Baseline surveillance (random sampling),SARS-CoV-2/human/USA/MA-CDCBI- CRSP_DBE7J6IPDTCSSYZX/2021,Homo sapiens,clinical,09-MAY-2021,3
MZ310342.1,Severe acute respiratory syndrome coronavirus 2,29813,2021/05/27,NA,NA,NA,SARS-CoV-2/human/USA/AK-PHL8852/2021,Homo sapiens,NA,27-MAY-2021,3
MZ308235.1,Severe acute respiratory syndrome coronavirus 2,29695,2021/05/27,NA,NA,NA,SARS-CoV-2/human/USA/NC-CDC-LC0061734/2021,Homo sapiens,Nasal Swabs,27-MAY-2021,3
MZ306702.1,Severe acute respiratory syndrome coronavirus 2,29694,2021/05/27,NA,NA,NA,SARS-CoV-2/human/USA/AZ-CDC-LC0060039/2021,Homo sapiens,Nasal Swabs,27-MAY-2021,3
MZ310288.1,Severe acute respiratory syndrome coronavirus 2,29836,2021/05/27,NA,NA,NA,SARS-CoV-2/human/USA/AK-PHL8782/2021,Homo sapiens,Nasopharyngeal,27-MAY-2021,3
MZ310362.1,Severe acute respiratory syndrome coronavirus 2,29836,2021/05/27,NA,NA,NA,SARS-CoV-2/human/USA/AK-PHL8876/2021,Homo sapiens,Anterior Nasal,27-MAY-2021,3
MZ308157.1,Severe acute respiratory syndrome coronavirus 2,29678,2021/05/27,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-LC0061772/2021,Homo sapiens,Nasal Swabs,27-MAY-2021,3
MZ163563.1,Severe acute respiratory syndrome coronavirus 2,29812,2021/05/11,NA,NA,NA,SARS-CoV-2/human/USA/PA-CDC-STM-000060892/2021,Homo sapiens,Nasal Swabs,27-JUL-2021,3
MZ163787.1,Severe acute respiratory syndrome coronavirus 2,29813,2021/05/11,NA,NA,NA,SARS-CoV-2/human/USA/MI-CDC-STM-000061142/2021,Homo sapiens,Nasal Swabs,27-JUL-2021,3
MZ163261.1,Severe acute respiratory syndrome coronavirus 2,29812,2021/05/11,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-STM-000061595/2021,Homo sapiens,Nasal Swabs,27-JUL-2021,3
MZ163468.1,Severe acute respiratory syndrome coronavirus 2,29811,2021/05/11,NA,NA,NA,SARS-CoV-2/human/USA/PA-CDC-STM-000061859/2021,Homo sapiens,Nasal Swabs,27-JUL-2021,3
MZ164312.1,Severe acute respiratory syndrome coronavirus 2,29812,2021/05/11,NA,NA,NA,SARS-CoV-2/human/USA/GA-CDC-STM-000062147/2021,Homo sapiens,Nasal Swabs,27-JUL-2021,3
MZ164363.1,Severe acute respiratory syndrome coronavirus 2,29811,2021/05/11,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-STM-000062228/2021,Homo sapiens,Nasal Swabs,27-JUL-2021,3
MZ161681.1,Severe acute respiratory syndrome coronavirus 2,29763,2021/05/11,NA,NA,NA,SARS-CoV-2/human/USA/TX-CDC-QDX24154926/2021,Homo sapiens,Nasal Swabs,27-JUL-2021,3
MZ163394.1,Severe acute respiratory syndrome coronavirus 2,29812,2021/05/11,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-STM-000061744/2021,Homo sapiens,Nasal Swabs,27-JUL-2021,3
MZ143055.1,Severe acute respiratory syndrome coronavirus 2,29700,2021/05/06,NA,NA,NA,SARS-CoV-2/human/USA/WV-CDC-LC0052625/2021,Homo sapiens,Nasal Swabs,27-JUL-2021,3
MZ142423.1,Severe acute respiratory syndrome coronavirus 2,29697,2021/05/06,NA,NA,NA,SARS-CoV-2/human/USA/VA-CDC-LC0051670/2021,Homo sapiens,Nasal Swabs,27-JUL-2021,3
MZ142111.1,Severe acute respiratory syndrome coronavirus 2,29694,2021/05/06,NA,NA,NA,SARS-CoV-2/human/USA/IL-CDC-LC0051405/2021,Homo sapiens,Nasal Swabs,27-JUL-2021,3
MZ143752.1,Severe acute respiratory syndrome coronavirus 2,29852,2021/05/06,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-2-4282641/2021,Homo sapiens,nasopharyngeal swab,27-JUL-2021,3
MZ143816.1,Severe acute respiratory syndrome coronavirus 2,29848,2021/05/06,NA,NA,NA,SARS-CoV-2/human/USA/MD-CDC-2-4283021/2021,Homo sapiens,Anterior nasal swab,27-JUL-2021,3
MZ142772.1,Severe acute respiratory syndrome coronavirus 2,29695,2021/05/06,NA,NA,NA,SARS-CoV-2/human/USA/CT-CDC-LC0052423/2021,Homo sapiens,Nasal Swabs,27-JUL-2021,3
MZ229049.1,Severe acute respiratory syndrome coronavirus 2,29810,2021/05/19,NA,NA,NA,SARS-CoV-2/human/USA/AZ-CDC-STM-000065479/2021,Homo sapiens,Nasal Swabs,27-JUL-2021,3
MZ232863.1,Severe acute respiratory syndrome coronavirus 2,29521,2021/05/19,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-21041666720/2021,Homo sapiens,NA,13-JUN-2022,3
MZ228937.1,Severe acute respiratory syndrome coronavirus 2,29812,2021/05/19,NA,NA,NA,SARS-CoV-2/human/USA/PA-CDC-STM-000065313/2021,Homo sapiens,Nasal Swabs,27-JUL-2021,3
MZ232719.1,Severe acute respiratory syndrome coronavirus 2,29531,2021/05/19,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-21041974805/2021,Homo sapiens,NA,13-JUN-2022,3
MZ232642.1,Severe acute respiratory syndrome coronavirus 2,29530,2021/05/19,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-21041976724/2021,Homo sapiens,NA,13-JUN-2022,3
MZ228909.1,Severe acute respiratory syndrome coronavirus 2,29811,2021/05/19,NA,NA,NA,SARS-CoV-2/human/USA/TX-CDC-STM-000065358/2021,Homo sapiens,Nasal Swabs,27-JUL-2021,3
MZ231859.1,Severe acute respiratory syndrome coronavirus 2,29528,2021/05/19,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-2021041246021/2021,Homo sapiens,NA,13-JUN-2022,3
MZ233248.1,Severe acute respiratory syndrome coronavirus 2,29540,2021/05/19,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-2021041383765/2021,Homo sapiens,NA,13-JUN-2022,3
MZ232830.1,Severe acute respiratory syndrome coronavirus 2,29540,2021/05/19,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-21041628863/2021,Homo sapiens,NA,13-JUN-2022,3
MZ086400.1,Severe acute respiratory syndrome coronavirus 2,29806,2021/05/04,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-ASC210052460/2021,Homo sapiens,Nasal - Anterior Nares,27-JUL-2021,3
MZ090324.1,Severe acute respiratory syndrome coronavirus 2,29782,2021/05/04,NA,NA,NA,SARS-CoV-2/human/USA/RI-CDC-QDX23997636/2021,Homo sapiens,Nasal Swabs,27-JUL-2021,3
MZ267330.1,Severe acute respiratory syndrome coronavirus 2,29817,2021/05/23,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-2325/2021,Homo sapiens,nasopharyngeal swab,23-MAY-2021,3
MZ267402.1,Severe acute respiratory syndrome coronavirus 2,29807,2021/05/23,NA,NA,EPI_ISL_1625926,SARS-CoV-2/human/USA/TX-UTA-000253/2021,Homo sapiens,saliva,23-MAY-2021,3
MZ267754.1,Severe acute respiratory syndrome coronavirus 2,29796,2021/05/23,NA,NA,EPI_ISL_2233050,SARS-CoV-2/human/USA/TX-UTA-000838/2021,Homo sapiens,mid-turbinate nasal swab,23-MAY-2021,3
MZ267366.1,Severe acute respiratory syndrome coronavirus 2,29768,2021/05/23,NA,NA,NA,SARS-CoV-2/human/USA/VA-Noblis-S219B03/2021,Homo sapiens,nasopharyngeal swab,23-MAY-2021,3
MZ267528.1,Severe acute respiratory syndrome coronavirus 2,29801,2021/05/23,NA,NA,NA,SARS-CoV-2/human/IND/GBRC511/2020,Homo sapiens,nasopharyngeal swab,23-MAY-2021,3
MZ267439.1,Severe acute respiratory syndrome coronavirus 2,29787,2021/05/23,NA,NA,EPI_ISL_1749382,SARS-CoV-2/human/USA/TX-UTA-000664/2021,Homo sapiens,nasopharyngeal swab,23-MAY-2021,3
MZ358588.1,Severe acute respiratory syndrome coronavirus 2,29856,2021/06/08,NA,NA,NA,SARS-CoV-2/human/USA/NE-CDC-2-4451258/2021,Homo sapiens,nasopharyngeal swab,08-JUN-2021,3
MZ358597.1,Severe acute respiratory syndrome coronavirus 2,29848,2021/06/08,NA,NA,NA,SARS-CoV-2/human/USA/NE-CDC-2-4451359/2021,Homo sapiens,nasopharyngeal swab,08-JUN-2021,3
MZ358768.1,Severe acute respiratory syndrome coronavirus 2,29854,2021/06/08,NA,NA,NA,SARS-CoV-2/human/USA/GA-CDC-2-4451580/2021,Homo sapiens,Anterior nasal swab,08-JUN-2021,3
MZ344642.1,Severe acute respiratory syndrome coronavirus 2,29763,2021/06/04,NA,NA,GISAID: EPI_ISL_2381953,SARS-CoV-2/human/USA/NMDOH-2021114343/2021,Homo sapiens,nasopharyngeal swab,04-JUN-2021,3
MZ342530.1,Severe acute respiratory syndrome coronavirus 2,29780,2021/06/04,NA,NA,NA,SARS-CoV-2/human/USA/RI-CDC-LC0062800/2021,Homo sapiens,Nasal Swabs,04-JUN-2021,3
MZ345891.1,Severe acute respiratory syndrome coronavirus 2,29815,2021/06/04,NA,NA,NA,SARS-CoV-2/human/USA/AR-CDC-4130847-001/2021,Homo sapiens,Nasal midturbinate swab,04-JUN-2021,3
MZ341843.1,Severe acute respiratory syndrome coronavirus 2,29767,2021/06/04,NA,NA,NA,SARS-CoV-2/human/USA/NC-CDC-LC0063714/2021,Homo sapiens,Nasal Swabs,04-JUN-2021,3
MZ342568.1,Severe acute respiratory syndrome coronavirus 2,29766,2021/06/05,NA,NA,NA,SARS-CoV-2/human/USA/MA-CDC-LC0062799/2021,Homo sapiens,Nasal Swabs,04-JUN-2021,3
MZ342386.1,Severe acute respiratory syndrome coronavirus 2,29761,2021/06/05,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-LC0062348/2021,Homo sapiens,Nasal Swabs,04-JUN-2021,3
MZ342085.1,Severe acute respiratory syndrome coronavirus 2,29550,2021/06/05,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-LC0064184/2021,Homo sapiens,Nasal Swabs,04-JUN-2021,3
MZ342485.1,Severe acute respiratory syndrome coronavirus 2,29760,2021/06/05,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-LC0062582/2021,Homo sapiens,Nasal Swabs,04-JUN-2021,3
MZ341811.1,Severe acute respiratory syndrome coronavirus 2,29440,2021/06/05,NA,NA,NA,SARS-CoV-2/human/USA/VA-CDC-LC0063610/2021,Homo sapiens,Nasal Swabs,04-JUN-2021,3
MZ344657.1,Severe acute respiratory syndrome coronavirus 2,29763,2021/06/05,NA,NA,GISAID: EPI_ISL_2381972,SARS-CoV-2/human/USA/NMDOH-2021116052/2021,Homo sapiens,nasopharyngeal swab,04-JUN-2021,3
MZ371403.1,Severe acute respiratory syndrome coronavirus 2,29761,2021/06/10,NA,NA,NA,SARS-CoV-2/human/USA/NC-CDC-LC0066084/2021,Homo sapiens,Nasal Swabs,10-JUN-2021,3
MZ372624.1,Severe acute respiratory syndrome coronavirus 2,29761,2021/06/10,NA,NA,NA,SARS-CoV-2/human/USA/KY-CDC-LC0068446/2021,Homo sapiens,Nasal Swabs,10-JUN-2021,3
MZ372451.1,Severe acute respiratory syndrome coronavirus 2,29761,2021/06/10,NA,NA,NA,SARS-CoV-2/human/USA/WA-CDC-LC0067883/2021,Homo sapiens,Nasal Swabs,10-JUN-2021,3
MZ372779.1,Severe acute respiratory syndrome coronavirus 2,29728,2021/06/10,NA,NA,NA,SARS-CoV-2/human/USA/WV-CDC-LC0068208/2021,Homo sapiens,Nasal Swabs,10-JUN-2021,3
MZ372386.1,Severe acute respiratory syndrome coronavirus 2,29761,2021/06/10,NA,NA,NA,SARS-CoV-2/human/USA/MI-CDC-LC0067362/2021,Homo sapiens,Nasal Swabs,10-JUN-2021,3
MZ372867.1,Severe acute respiratory syndrome coronavirus 2,29760,2021/06/10,NA,NA,NA,SARS-CoV-2/human/USA/WA-CDC-LC0068326/2021,Homo sapiens,Nasal Swabs,10-JUN-2021,3
MZ372848.1,Severe acute respiratory syndrome coronavirus 2,29514,2021/06/10,NA,NA,NA,SARS-CoV-2/human/USA/NM-CDC-LC0068081/2021,Homo sapiens,Nasal Swabs,10-JUN-2021,3
MZ442410.1,Severe acute respiratory syndrome coronavirus 2,29822,2021/06/24,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-2105269339/2020,Homo sapiens,NA,24-JUN-2021,3
MZ440979.1,Severe acute respiratory syndrome coronavirus 2,29521,2021/06/24,NA,NA,NA,SARS-CoV-2/human/USA/WA-CDC-UW21061129981/2021,Homo sapiens,nasal,24-JUN-2021,3
MZ442415.1,Severe acute respiratory syndrome coronavirus 2,29820,2021/06/24,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-2105346419/2021,Homo sapiens,NA,24-JUN-2021,3
OU140203.1,Severe acute respiratory syndrome coronavirus 2,29814,2021/06/09,NA,NA,NA,NA,Homo sapiens,NA,09-JUN-2021,3
OU139199.1,Severe acute respiratory syndrome coronavirus 2,29816,2021/06/09,NA,NA,NA,NA,Homo sapiens,NA,09-JUN-2021,3
OU140078.1,Severe acute respiratory syndrome coronavirus 2,29797,2021/06/09,NA,NA,NA,NA,Homo sapiens,NA,09-JUN-2021,3
MZ391023.1,Severe acute respiratory syndrome coronavirus 2,29803,2021/06/15,NA,NA,NA,SARS-CoV-2/human/USA/GA-CDC-3953193-001/2020,Homo sapiens,Anterior Nasal Swab,15-JUN-2021,3
MZ390490.1,Severe acute respiratory syndrome coronavirus 2,29763,2021/06/15,NA,NA,NA,SARS-CoV-2/human/USA/NJ-CDC-QDX25164324/2021,Homo sapiens,Nasal Swabs,15-JUN-2021,3
MZ393549.1,Severe acute respiratory syndrome coronavirus 2,29816,2021/06/15,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-2558/2021,Homo sapiens,nasopharyngeal swab,15-JUN-2021,3
MZ390715.1,Severe acute respiratory syndrome coronavirus 2,29763,2021/06/15,NA,NA,NA,SARS-CoV-2/human/USA/VA-CDC-QDX25122531/2021,Homo sapiens,Nasal Swabs,15-JUN-2021,3
MZ392859.1,Severe acute respiratory syndrome coronavirus 2,29845,2021/06/15,NA,NA,NA,SARS-CoV-2/human/USA/GA-GPHL-0460/2021,Homo sapiens,NA,15-JUN-2021,3
MZ329015.1,Severe acute respiratory syndrome coronavirus 2,29526,2021/06/02,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-21051049567/2021,Homo sapiens,NA,13-JUN-2022,3
MZ325261.1,Severe acute respiratory syndrome coronavirus 2,29783,2021/06/02,NA,NA,NA,SARS-CoV-2/human/IND/GBRC621b/2021,Homo sapiens,nasopharyngeal swab,02-JUN-2021,3
MZ329303.1,Severe acute respiratory syndrome coronavirus 2,29763,2021/06/02,NA,NA,GISAID: EPI_ISL_2322819,SARS-CoV-2/human/USA/NMDOH-2021114483/2021,Homo sapiens,nasopharyngeal swab,12-AUG-2021,3
OU100961.1,Severe acute respiratory syndrome coronavirus 2,29903,2021/06/02,NA,NA,NA,NA,Homo sapiens,NA,03-JUN-2021,3
MZ328813.1,Severe acute respiratory syndrome coronavirus 2,29521,2021/06/02,NA,NA,NA,SARS-CoV-2/human/USA/WA-UW-21050643414/2021,Homo sapiens,NA,13-JUN-2022,3
MZ386090.1,Severe acute respiratory syndrome coronavirus 2,29521,2021/06/14,NA,NA,NA,SARS-CoV-2/human/USA/WA-CDC-UW21060172945/2021,Homo sapiens,nasal,24-JUN-2021,3
OU142499.1,Severe acute respiratory syndrome coronavirus 2,29815,2021/06/14,NA,NA,NA,NA,Homo sapiens,NA,14-JUN-2021,3
OU142842.1,Severe acute respiratory syndrome coronavirus 2,29812,2021/06/14,NA,NA,NA,NA,Homo sapiens,NA,14-JUN-2021,3
MZ349206.1,Severe acute respiratory syndrome coronavirus 2,29883,2021/06/06,NA,NA,NA,SARS-CoV-2/human/USA/IL-CDC-ASC210045047/2021,Homo sapiens,Nasal - Anterior Nares,06-JUN-2021,3
MZ462537.1,Severe acute respiratory syndrome coronavirus 2,29803,2021/06/29,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-210612254279/2021,Homo sapiens,NA,29-JUN-2021,3
MZ462313.1,Severe acute respiratory syndrome coronavirus 2,29836,2021/06/29,NA,NA,NA,SARS-CoV-2/human/USA/AZ-393/2020,Homo sapiens,nasal swab,29-JUN-2021,3
MZ372881.1,Severe acute respiratory syndrome coronavirus 2,29761,2021/06/11,NA,NA,NA,SARS-CoV-2/human/USA/NV-CDC-LC0068079/2021,Homo sapiens,Nasal Swabs,10-JUN-2021,3
MZ375607.1,Severe acute respiratory syndrome coronavirus 2,29781,2021/06/11,NA,NA,NA,SARS-CoV-2/human/USA/CO-CDC-MMB08732027/2021,Homo sapiens,nasal swab,11-JUN-2021,3
MZ376875.1,Severe acute respiratory syndrome coronavirus 2,29820,2021/06/11,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-210602705978/2021,Homo sapiens,NA,11-JUN-2021,3
MZ375697.1,Severe acute respiratory syndrome coronavirus 2,29795,2021/06/11,NA,NA,NA,SARS-CoV-2/human/USA/CO-CDC-MMB08710489/2021,Homo sapiens,nasal swab,11-JUN-2021,3
OU217531.1,Severe acute respiratory syndrome coronavirus 2,29805,2021/06/20,NA,NA,NA,NA,Homo sapiens,NA,21-JUN-2021,3
OU217562.1,Severe acute respiratory syndrome coronavirus 2,29817,2021/06/20,NA,NA,NA,NA,Homo sapiens,NA,21-JUN-2021,3
OU217479.1,Severe acute respiratory syndrome coronavirus 2,29813,2021/06/20,NA,NA,NA,NA,Homo sapiens,NA,21-JUN-2021,3
MZ432141.1,Severe acute respiratory syndrome coronavirus 2,29795,2021/06/22,NA,NA,NA,SARS-CoV-2/human/USA/CO-CDC-MMB08916713/2021,Homo sapiens,nasal swab,22-JUN-2021,3
MZ430652.1,Severe acute respiratory syndrome coronavirus 2,29782,2021/06/22,NA,NA,NA,SARS-CoV-2/human/USA/CO-CDC-MMB08771233/2021,Homo sapiens,nasal swab,22-JUN-2021,3
MZ432190.1,Severe acute respiratory syndrome coronavirus 2,29781,2021/06/22,NA,NA,NA,SARS-CoV-2/human/USA/NC-CDC-MMB08902496/2021,Homo sapiens,nasal swab,22-JUN-2021,3
MZ432305.1,Severe acute respiratory syndrome coronavirus 2,29787,2021/06/22,NA,NA,NA,SARS-CoV-2/human/USA/CO-CDC-MMB08929164/2021,Homo sapiens,nasal swab,22-JUN-2021,3
MZ536393.1,Severe acute respiratory syndrome coronavirus 2,29490,2021/07/09,NA,NA,NA,SARS-CoV-2/human/USA/WA-CDC-UW21062414184/2021,Homo sapiens,nasal,09-JUL-2021,3
MZ538189.1,Severe acute respiratory syndrome coronavirus 2,29769,2021/07/09,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-QDX25847700/2021,Homo sapiens,Nasal Swabs,09-JUL-2021,3
MZ538634.1,Severe acute respiratory syndrome coronavirus 2,29763,2021/07/09,NA,NA,GISAID accession: EPI_ISL_2836101,SARS-CoV-2/human/USA/FL-BPHL-4264/2021,Homo sapiens,clinical,09-JUL-2021,3
MZ538009.1,Severe acute respiratory syndrome coronavirus 2,29763,2021/07/09,NA,NA,NA,SARS-CoV-2/human/USA/NV-CDC-QDX25848049/2021,Homo sapiens,Nasal Swabs,09-JUL-2021,3
MZ539153.1,Severe acute respiratory syndrome coronavirus 2,29786,2021/07/09,NA,NA,GISAID accession: EPI_ISL_2836470,SARS-CoV-2/human/USA/FL-BPHL-4639/2021,Homo sapiens,clinical,09-JUL-2021,3
MZ538735.1,Severe acute respiratory syndrome coronavirus 2,29822,2021/07/09,NA,NA,GISAID accession: EPI_ISL_2836828,SARS-CoV-2/human/USA/FL-BPHL-5007/2021,Homo sapiens,clinical,09-JUL-2021,3
MZ538121.1,Severe acute respiratory syndrome coronavirus 2,29763,2021/07/09,NA,NA,NA,SARS-CoV-2/human/USA/TX-CDC-QDX25847826/2021,Homo sapiens,Nasal Swabs,09-JUL-2021,3
MZ537937.1,Severe acute respiratory syndrome coronavirus 2,29763,2021/07/09,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX25848306/2021,Homo sapiens,Nasal Swabs,09-JUL-2021,3
MZ536396.1,Severe acute respiratory syndrome coronavirus 2,29508,2021/07/10,NA,NA,NA,SARS-CoV-2/human/USA/WA-CDC-UW21062329189/2021,Homo sapiens,nasal,09-JUL-2021,3
MZ539140.1,Severe acute respiratory syndrome coronavirus 2,29772,2021/07/10,NA,NA,GISAID accession: EPI_ISL_2836457,SARS-CoV-2/human/USA/FL-BPHL-4626/2021,Homo sapiens,clinical,09-JUL-2021,3
MZ536305.1,Severe acute respiratory syndrome coronavirus 2,29777,2021/07/10,NA,NA,NA,SARS-CoV-2/human/USA/CT-CDC-QDX26177986/2021,Homo sapiens,Nasal Swabs,09-JUL-2021,3
MZ539230.1,Severe acute respiratory syndrome coronavirus 2,29777,2021/07/10,NA,NA,GISAID accession: EPI_ISL_2836211,SARS-CoV-2/human/USA/FL-BPHL-4375/2021,Homo sapiens,clinical,09-JUL-2021,3
MZ536370.1,Severe acute respiratory syndrome coronavirus 2,29777,2021/07/10,NA,NA,NA,SARS-CoV-2/human/USA/FL-CDC-QDX26257838/2021,Homo sapiens,Nasal Swabs,09-JUL-2021,3
MZ536445.1,Severe acute respiratory syndrome coronavirus 2,29777,2021/07/10,NA,NA,NA,SARS-CoV-2/human/USA/IL-CDC-QDX26076104/2021,Homo sapiens,Nasal Swabs,09-JUL-2021,3
MZ536358.1,Severe acute respiratory syndrome coronavirus 2,29777,2021/07/10,NA,NA,NA,SARS-CoV-2/human/USA/CO-CDC-QDX26257474/2021,Homo sapiens,Nasal Swabs,09-JUL-2021,3
MZ536155.1,Severe acute respiratory syndrome coronavirus 2,29769,2021/07/10,NA,NA,NA,SARS-CoV-2/human/USA/NV-CDC-QDX26215525/2021,Homo sapiens,Nasal Swabs,09-JUL-2021,3
MZ538734.1,Severe acute respiratory syndrome coronavirus 2,29809,2021/07/10,NA,NA,GISAID accession: EPI_ISL_2860418,SARS-CoV-2/human/USA/FL-BPHL-5006/2021,Homo sapiens,clinical,09-JUL-2021,3
MZ569382.1,Severe acute respiratory syndrome coronavirus 2,29797,2021/07/16,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-3072/2021,Homo sapiens,nasopharyngeal swab,16-JUL-2021,3
MZ565848.1,Severe acute respiratory syndrome coronavirus 2,29812,2021/07/16,NA,NA,NA,SARS-CoV-2/human/USA/NC-CDC-ASC210110023/2021,Homo sapiens,Nasal - Anterior Nares,15-JUL-2021,3
MZ566370.1,Severe acute respiratory syndrome coronavirus 2,29812,2021/07/15,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-ASC210109501/2021,Homo sapiens,Nasal - Anterior Nares,15-JUL-2021,3
MZ566624.1,Severe acute respiratory syndrome coronavirus 2,29832,2021/07/15,NA,NA,NA,SARS-CoV-2/human/USA/GA-GPHL-0521/2021,Homo sapiens,NA,15-JUL-2021,3
MZ555194.1,Severe acute respiratory syndrome coronavirus 2,29767,2021/07/15,NA,NA,NA,SARS-CoV-2/human/USA/IN-CDC-LC0084540/2021,Homo sapiens,Nasal Swabs,13-JUL-2021,3
MZ566012.1,Severe acute respiratory syndrome coronavirus 2,29818,2021/07/15,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-ASC210110559/2021,Homo sapiens,Nasal - Anterior Nares,15-JUL-2021,3
MZ565819.1,Severe acute respiratory syndrome coronavirus 2,29818,2021/07/15,NA,NA,NA,SARS-CoV-2/human/USA/CO-CDC-ASC210109984/2021,Homo sapiens,Nasal - Anterior Nares,15-JUL-2021,3
MZ566213.1,Severe acute respiratory syndrome coronavirus 2,29815,2021/07/15,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-ASC210109891/2021,Homo sapiens,Nasal - Anterior Nares,15-JUL-2021,3
MZ492175.1,Severe acute respiratory syndrome coronavirus 2,29781,2021/07/04,NA,NA,NA,SARS-CoV-2/human/USA/CO-CDC-MMB09111359/2021,Homo sapiens,nasal swab,02-JUL-2021,3
MZ490332.1,Severe acute respiratory syndrome coronavirus 2,29809,2021/07/04,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-2105684317/2021,Homo sapiens,NA,02-JUL-2021,3
MZ491622.1,Severe acute respiratory syndrome coronavirus 2,29763,2021/07/04,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-QDX25763039/2021,Homo sapiens,Nasal Swabs,02-JUL-2021,3
OU451438.1,Severe acute respiratory syndrome coronavirus 2,29812,2021/07/28,NA,NA,NA,NA,Homo sapiens,NA,04-AUG-2021,3
