accession,organism,length,collection_date,country,strain,lineage,isolate,host,isolation_source,submission_date,batch
MW306340.1,Severe acute respiratory syndrome coronavirus 2,29816,2020/11/30,NA,NA,NA,SARS-CoV-2/human/USA/CA-CZB-12360/2020,Homo sapiens,Nasopharyngeal/oropharyngeal swab,30-NOV-2020,2
MW292654.1,Severe acute respiratory syndrome coronavirus 2,29824,2020/11/27,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0395/2020,Homo sapiens,nasopharyngeal swab,25-NOV-2020,2
MW292650.1,Severe acute respiratory syndrome coronavirus 2,29822,2020/11/27,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0391/2020,Homo sapiens,nasal swab,25-NOV-2020,2
MW292652.1,Severe acute respiratory syndrome coronavirus 2,29837,2020/11/27,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0393/2020,Homo sapiens,nasopharyngeal swab,25-NOV-2020,2
MW292649.1,Severe acute respiratory syndrome coronavirus 2,29806,2020/11/27,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0390/2020,Homo sapiens,nasal swab,25-NOV-2020,2
MW292664.1,Severe acute respiratory syndrome coronavirus 2,29832,2020/11/27,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0405/2020,Homo sapiens,Anterior nares swab,25-NOV-2020,2
MW292633.1,Severe acute respiratory syndrome coronavirus 2,29848,2020/11/27,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0374/2020,Homo sapiens,nasopharyngeal swab,25-NOV-2020,2
MW292642.1,Severe acute respiratory syndrome coronavirus 2,29818,2020/11/27,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0383/2020,Homo sapiens,Anterior nares swab,25-NOV-2020,2
MW292644.1,Severe acute respiratory syndrome coronavirus 2,29867,2020/11/27,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0385/2020,Homo sapiens,Anterior nares swab,25-NOV-2020,2
MW294007.1,Severe acute respiratory syndrome coronavirus 2,29903,2020/11/27,NA,NA,NA,SARS-CoV-2/human/ECU/Z&Z_SARS_3/2020,Homo sapiens,nasopharyngeal swabs,25-NOV-2020,2
MW206045.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/11/04,NA,NA,NA,SARS-CoV-2/human/USA/UT-08398/2020,Homo sapiens,NA,04-NOV-2020,2
MW206010.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/11/04,NA,NA,NA,SARS-CoV-2/human/USA/UT-08281/2020,Homo sapiens,NA,04-NOV-2020,2
MW206481.1,Severe acute respiratory syndrome coronavirus 2,29821,2020/11/04,NA,NA,NA,SARS-CoV-2/human/USA/FL-BPHL-1818/2020,Homo sapiens,NA,19-NOV-2021,2
MW206296.1,Severe acute respiratory syndrome coronavirus 2,29781,2020/11/04,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-2009536/2020,Homo sapiens,NA,04-NOV-2020,2
MW277003.1,Severe acute respiratory syndrome coronavirus 2,29812,2020/11/20,NA,NA,NA,SARS-CoV-2/human/AUS/VIC15960/2020,Homo sapiens,NA,20-NOV-2020,2
MW279337.1,Severe acute respiratory syndrome coronavirus 2,29829,2020/11/20,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-2013/2020,Homo sapiens,nasopharynx,20-NOV-2020,2
MW280179.1,Severe acute respiratory syndrome coronavirus 2,29837,2020/11/20,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0361/2020,Homo sapiens,throat swab,20-NOV-2020,2
MW280184.1,Severe acute respiratory syndrome coronavirus 2,29824,2020/11/20,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0366/2020,Homo sapiens,nasopharyngeal swab,20-NOV-2020,2
MW277557.1,Severe acute respiratory syndrome coronavirus 2,29820,2020/11/20,NA,NA,NA,SARS-CoV-2/human/AUS/VIC11730/2020,Homo sapiens,NA,20-NOV-2020,2
MW276842.1,Severe acute respiratory syndrome coronavirus 2,29815,2020/11/20,NA,NA,NA,SARS-CoV-2/human/AUS/VIC16308/2020,Homo sapiens,NA,20-NOV-2020,2
MW276725.1,Severe acute respiratory syndrome coronavirus 2,29813,2020/11/20,NA,NA,NA,SARS-CoV-2/human/AUS/VIC16431/2020,Homo sapiens,NA,20-NOV-2020,2
MW206040.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/11/06,NA,NA,NA,SARS-CoV-2/human/USA/UT-08379/2020,Homo sapiens,NA,04-NOV-2020,2
MW206094.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/11/06,NA,NA,NA,SARS-CoV-2/human/USA/UT-08616/2020,Homo sapiens,NA,04-NOV-2020,2
MW206157.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/11/06,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-2008870/2020,Homo sapiens,NA,04-NOV-2020,2
MW206186.1,Severe acute respiratory syndrome coronavirus 2,29781,2020/11/06,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-2009011/2020,Homo sapiens,NA,04-NOV-2020,2
MW206333.1,Severe acute respiratory syndrome coronavirus 2,29781,2020/11/06,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-2009646/2020,Homo sapiens,NA,04-NOV-2020,2
MW286671.1,Severe acute respiratory syndrome coronavirus 2,29849,2020/11/23,NA,NA,NA,SARS-CoV-2/human/USA/FL-BPHL-2116/2020,Homo sapiens,NA,19-NOV-2021,2
MW286634.1,Severe acute respiratory syndrome coronavirus 2,29817,2020/11/23,NA,NA,NA,SARS-CoV-2/human/USA/FL-BPHL-2168/2020,Homo sapiens,NA,19-NOV-2021,2
MW286558.1,Severe acute respiratory syndrome coronavirus 2,29823,2020/11/23,NA,NA,NA,SARS-CoV-2/human/USA/FL-BPHL-2016/2020,Homo sapiens,NA,19-NOV-2021,2
MW286719.1,Severe acute respiratory syndrome coronavirus 2,29840,2020/11/23,NA,NA,NA,SARS-CoV-2/human/USA/FL-BPHL-1951/2020,Homo sapiens,NA,19-NOV-2021,2
MW349052.1,Severe acute respiratory syndrome coronavirus 2,29855,2020/12/15,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-2101/2020,Homo sapiens,nares,09-DEC-2020,2
MW349084.1,Severe acute respiratory syndrome coronavirus 2,29822,2020/12/15,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-2069/2020,Homo sapiens,nasopharynx,09-DEC-2020,2
MW403683.1,Severe acute respiratory syndrome coronavirus 2,29865,2020/12/23,NA,NA,NA,SARS-CoV-2/human/USA/VA-DCLS-2419/2020,Homo sapiens,NA,23-DEC-2020,2
MW403651.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/12/23,NA,NA,NA,SARS-CoV-2/human/USA/WI-UW-2369/2020,Homo sapiens,nasal swab,23-DEC-2020,2
MW384420.1,Severe acute respiratory syndrome coronavirus 2,29868,2020/12/20,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0476/2020,Homo sapiens,throat swab,18-DEC-2020,2
MW384417.1,Severe acute respiratory syndrome coronavirus 2,29818,2020/12/20,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0473/2020,Homo sapiens,throat swab,18-DEC-2020,2
MW332239.1,Severe acute respiratory syndrome coronavirus 2,29663,2020/12/06,NA,NA,NA,SARS-CoV-2/human/RUS/940/2020,Homo sapiens,nasal swab,06-DEC-2020,2
MW332240.1,Severe acute respiratory syndrome coronavirus 2,29836,2020/12/06,NA,NA,NA,SARS-CoV-2/human/RUS/953/2020,Homo sapiens,nasal swab,06-DEC-2020,2
MW332225.1,Severe acute respiratory syndrome coronavirus 2,29695,2020/12/06,NA,NA,NA,SARS-CoV-2/human/RUS/1150/2020,Homo sapiens,nasal swab,06-DEC-2020,2
MW332237.1,Severe acute respiratory syndrome coronavirus 2,29804,2020/12/06,NA,NA,NA,SARS-CoV-2/human/RUS/3083/2020,Homo sapiens,bronchi,06-DEC-2020,2
MW332216.1,Severe acute respiratory syndrome coronavirus 2,29856,2020/12/06,NA,NA,NA,SARS-CoV-2/human/BHR/341016741_S2_L001/2020,Homo sapiens,NPS,06-DEC-2020,2
MW332219.1,Severe acute respiratory syndrome coronavirus 2,29872,2020/12/06,NA,NA,NA,SARS-CoV-2/human/BHR/341051639_S14_L001/2020,Homo sapiens,NPS,06-DEC-2020,2
MW332241.1,Severe acute respiratory syndrome coronavirus 2,29826,2020/12/06,NA,NA,NA,SARS-CoV-2/human/RUS/5473/2020,Homo sapiens,trachea,06-DEC-2020,2
MW332218.1,Severe acute respiratory syndrome coronavirus 2,29838,2020/12/06,NA,NA,NA,SARS-CoV-2/human/BHR/341038078_S3_L001/2020,Homo sapiens,NPS,06-DEC-2020,2
MW374935.1,Severe acute respiratory syndrome coronavirus 2,29816,2020/12/16,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-2135/2020,Homo sapiens,nares,16-DEC-2020,2
MW389567.1,Severe acute respiratory syndrome coronavirus 2,29853,2020/12/21,NA,NA,NA,SARS-CoV-2/human/USA/CA-LACPHL-AE00038/2020,Homo sapiens,NA,21-DEC-2020,2
MW390860.1,Severe acute respiratory syndrome coronavirus 2,29866,2020/12/21,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-2175/2020,Homo sapiens,nares,21-DEC-2020,2
MW390843.1,Severe acute respiratory syndrome coronavirus 2,29819,2020/12/21,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-2192/2020,Homo sapiens,nasopharynx,21-DEC-2020,2
MW389618.1,Severe acute respiratory syndrome coronavirus 2,29851,2020/12/21,NA,NA,NA,SARS-CoV-2/human/USA/CA-LACPHL-AE00018/2020,Homo sapiens,NA,21-DEC-2020,2
MW389609.1,Severe acute respiratory syndrome coronavirus 2,29830,2020/12/21,NA,NA,NA,SARS-CoV-2/human/USA/CA-LACPHL-AE00009/2020,Homo sapiens,NA,21-DEC-2020,2
MT232664.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/12/27,NA,NA,NA,SARS-CoV-2/human/HKG/6_2101/2020,Homo sapiens,NA,27-DEC-2020,2
MT232672.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/12/27,NA,NA,NA,SARS-CoV-2/human/HKG/29_0102/2020,Homo sapiens,NA,27-DEC-2020,2
MT232683.1,Severe acute respiratory syndrome coronavirus 2,29782,2020/12/27,NA,NA,NA,SARS-CoV-2/human/HKG/41_0802/2020,Homo sapiens,NA,27-DEC-2020,2
MW342708.1,Severe acute respiratory syndrome coronavirus 2,29903,2020/12/09,NA,NA,NA,SARS-CoV-2/human/ECU/Z&Z_SARS_2/2020,Homo sapiens,nasopharyngeal swabs,08-DEC-2020,2
MW349037.1,Severe acute respiratory syndrome coronavirus 2,29853,2020/12/09,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-2116/2020,Homo sapiens,nasopharynx,09-DEC-2020,2
MW349062.1,Severe acute respiratory syndrome coronavirus 2,29833,2020/12/09,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-2091/2020,Homo sapiens,nasopharynx,09-DEC-2020,2
MW356785.1,Severe acute respiratory syndrome coronavirus 2,29867,2020/12/11,NA,NA,NA,SARS-CoV-2/human/TWN/CGMH-CGU-32/2020,Homo sapiens,saliva,11-DEC-2020,2
MW306385.1,Severe acute respiratory syndrome coronavirus 2,29819,2020/12/02,NA,NA,NA,SARS-CoV-2/human/USA/CA-CZB-12835/2020,Homo sapiens,Nasopharyngeal/oropharyngeal swab,30-NOV-2020,2
MW306319.1,Severe acute respiratory syndrome coronavirus 2,29816,2020/12/02,NA,NA,NA,SARS-CoV-2/human/USA/CA-CZB-12330/2020,Homo sapiens,Nasopharyngeal/oropharyngeal swab,30-NOV-2020,2
MW273880.1,Severe acute respiratory syndrome coronavirus 2,29811,2020/12/02,NA,NA,NA,SARS-CoV-2/human/POL/PL_MCB_98/2020,Homo sapiens,NA,30-NOV-2020,2
MW306431.1,Severe acute respiratory syndrome coronavirus 2,29838,2020/12/02,NA,NA,NA,SARS-CoV-2/human/USA/CA-CZB-12372/2020,Homo sapiens,Nasopharyngeal/oropharyngeal swab,30-NOV-2020,2
MW273824.1,Severe acute respiratory syndrome coronavirus 2,29807,2020/12/02,NA,NA,NA,SARS-CoV-2/human/POL/PL_MCB_42/2020,Homo sapiens,NA,30-NOV-2020,2
MW310433.1,Severe acute respiratory syndrome coronavirus 2,29829,2020/12/02,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0423/2020,Homo sapiens,Bronchial washings,01-DEC-2020,2
MW310415.1,Severe acute respiratory syndrome coronavirus 2,29867,2020/12/01,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0337/2020,Homo sapiens,nasal swab,01-DEC-2020,2
MW310443.1,Severe acute respiratory syndrome coronavirus 2,29849,2020/12/01,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0433/2020,Homo sapiens,nasopharyngeal swab,01-DEC-2020,2
MW310413.1,Severe acute respiratory syndrome coronavirus 2,29868,2020/12/01,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0326/2020,Homo sapiens,Anterior nares swab,01-DEC-2020,2
MW424868.1,Severe acute respiratory syndrome coronavirus 2,29871,2020/12/31,NA,NA,NA,SARS-CoV-2/human/USA/CA-LACPHL-AF00055/2020,Homo sapiens,NA,19-AUG-2021,2
MW420445.1,Severe acute respiratory syndrome coronavirus 2,29781,2020/12/30,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-2012466667/2020,Homo sapiens,NA,30-DEC-2020,2
MW420082.1,Severe acute respiratory syndrome coronavirus 2,29781,2020/12/30,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-2012041204/2020,Homo sapiens,NA,30-DEC-2020,2
MW420095.1,Severe acute respiratory syndrome coronavirus 2,29781,2020/12/30,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-2012056251/2020,Homo sapiens,NA,30-DEC-2020,2
MW420465.1,Severe acute respiratory syndrome coronavirus 2,29781,2020/12/30,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-2012496161/2020,Homo sapiens,NA,30-DEC-2020,2
MW406543.1,Severe acute respiratory syndrome coronavirus 2,29882,2020/12/28,NA,NA,NA,SARS-CoV-2/human/USA/KY-CDC-2-3693686/2020,Homo sapiens,oronasopharynx,27-JUL-2021,2
MW406599.1,Severe acute respiratory syndrome coronavirus 2,29764,2020/12/28,NA,NA,NA,SARS-CoV-2/human/USA/TX-CDC-2-3693585/2020,Homo sapiens,oronasopharynx,27-JUL-2021,2
MW406522.1,Severe acute respiratory syndrome coronavirus 2,29879,2020/12/28,NA,NA,NA,SARS-CoV-2/human/USA/LA-CDC-2-3693763/2020,Homo sapiens,oronasopharynx,27-JUL-2021,2
MW406491.1,Severe acute respiratory syndrome coronavirus 2,29882,2020/12/28,NA,NA,NA,SARS-CoV-2/human/USA/NY-CDC-2-3693757/2020,Homo sapiens,oronasopharynx,27-JUL-2021,2
MW406601.1,Severe acute respiratory syndrome coronavirus 2,29764,2020/12/28,NA,NA,NA,SARS-CoV-2/human/USA/TX-CDC-2-3693470/2020,Homo sapiens,oronasopharynx,27-JUL-2021,2
MW411636.1,Severe acute respiratory syndrome coronavirus 2,29902,2020/12/28,NA,NA,NA,SARS-CoV-2/human/USA/VA-DCLS-2317/2020,Homo sapiens,NA,28-DEC-2020,2
MW320992.1,Severe acute respiratory syndrome coronavirus 2,29641,2020/12/03,NA,NA,NA,SARS-CoV-2/human/AUS/VIC17056/2020,Homo sapiens,NA,03-DEC-2020,2
MW320978.1,Severe acute respiratory syndrome coronavirus 2,29806,2020/12/03,NA,NA,NA,SARS-CoV-2/human/AUS/VIC16965/2020,Homo sapiens,NA,03-DEC-2020,2
MW320800.1,Severe acute respiratory syndrome coronavirus 2,29802,2020/12/03,NA,NA,NA,SARS-CoV-2/human/AUS/VIC17613/2020,Homo sapiens,NA,03-DEC-2020,2
MW521400.1,Severe acute respiratory syndrome coronavirus 2,29815,2021/01/26,NA,NA,NA,SARS-CoV-2/human/USA/1453xB8/2020,Homo sapiens,nasopharyngeal swab,26-JAN-2021,2
MW521395.1,Severe acute respiratory syndrome coronavirus 2,29815,2021/01/26,NA,NA,NA,SARS-CoV-2/human/USA/1438xA11/2020,Homo sapiens,nasopharyngeal swab,26-JAN-2021,2
MW522468.1,Severe acute respiratory syndrome coronavirus 2,29782,2021/01/26,NA,NA,gender: M; age: 59.4,SARS-CoV-2/human/USA/OK-QDX-3277/2020,Homo sapiens,patient specimen,26-JAN-2021,2
MW523450.1,Severe acute respiratory syndrome coronavirus 2,29826,2021/01/26,NA,NA,NA,SARS-CoV-2/human/USA/FL-BPHL-2788/2020,Homo sapiens,NA,19-NOV-2021,2
MW523792.1,Severe acute respiratory syndrome coronavirus 2,29854,2021/01/26,NA,NA,NA,SARS-CoV-2/human/USA/CA-CDC-STM-A100351/2021,Homo sapiens,Nasal Swabs,27-JUL-2021,2
MW522495.1,Severe acute respiratory syndrome coronavirus 2,29782,2021/01/26,NA,NA,gender: M; age: 61.5,SARS-CoV-2/human/USA/TX-QDX-3298/2020,Homo sapiens,patient specimen,26-JAN-2021,2
MW485245.1,Severe acute respiratory syndrome coronavirus 2,29782,2021/01/16,NA,NA,NA,SARS-CoV-2/human/SRB/SA00053-30-04/2020,Homo sapiens,oronasopharynx,16-JAN-2021,2
MW485268.1,Severe acute respiratory syndrome coronavirus 2,29830,2021/01/16,NA,NA,GISAID: EPI_ISL_824527,SARS-CoV-2/human/USA/NMDOH-2020645951/2020,Homo sapiens,nasopharyngeal swab,16-JAN-2021,2
MW485278.1,Severe acute respiratory syndrome coronavirus 2,29832,2021/01/16,NA,NA,GISAID: EPI_ISL_824538,SARS-CoV-2/human/USA/NMDOH-2020647123/2020,Homo sapiens,nasopharyngeal swab,16-JAN-2021,2
MW485449.1,Severe acute respiratory syndrome coronavirus 2,29521,2021/01/16,NA,NA,NA,SARS-CoV-2/human/USA/CA-UW-63893941/2021,Homo sapiens,NA,28-JAN-2021,2
MW446838.1,Severe acute respiratory syndrome coronavirus 2,29846,2021/01/08,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0502/2020,Homo sapiens,nasopharyngeal swab,07-JAN-2021,2
MW449373.1,Severe acute respiratory syndrome coronavirus 2,29854,2021/01/08,NA,NA,NA,SARS-CoV-2/human/USA/UT-UPHL-2012468949/2020,Homo sapiens,NA,07-JAN-2021,2
MW446233.1,Severe acute respiratory syndrome coronavirus 2,29821,2021/01/08,NA,NA,NA,SARS-CoV-2/human/USA/MN-MDH-2243/2020,Homo sapiens,nares,07-JAN-2021,2
MW446872.1,Severe acute respiratory syndrome coronavirus 2,29841,2021/01/08,NA,NA,NA,SARS-CoV-2/human/USA/MD-MDH-0536/2020,Homo sapiens,throat swab,07-JAN-2021,2
MW440433.1,Severe acute respiratory syndrome coronavirus 2,29792,2021/01/08,NA,NA,NA,SARS-CoV-2/human/USA/NY-Wadsworth-291673- 01/2020,Homo sapiens,NA,05-JAN-2021,2
MT628701.1,Severe acute respiratory syndrome coronavirus 2,29830,2021/01/01,NA,NA,NA,SARS-CoV-2/human/HKG/case533_VM20005127/2020,Homo sapiens,NA,01-JAN-2021,2
MW305251.1,Severe acute respiratory syndrome coronavirus 2,29841,2021/01/01,NA,NA,NA,SARS-CoV-2/human/RUS/d186b1583/2020,Homo sapiens,oronasopharynx,24-SEP-2021,2
MW425563.1,Severe acute respiratory syndrome coronavirus 2,29849,2021/01/01,NA,NA,NA,SARS-CoV-2/human/IND/NITMA1086/2020,Homo sapiens,oronasopharynx,01-JAN-2021,2
MW425855.1,Severe acute respiratory syndrome coronavirus 2,29840,2021/01/01,NA,NA,NA,SARS-CoV-2/human/USA/Wuhan-Hu-1/2020,Homo sapiens,stool,01-JAN-2021,2
MW548318.1,Severe acute respiratory syndrome coronavirus 2,29854,2021/01/31,NA,NA,GISAID: EPI_ISL_904066,SARS-CoV-2/human/USA/NMDOH-2021015447/2021,Homo sapiens,nasopharyngeal swab,02-FEB-2021,2
MW466800.1,Severe acute respiratory syndrome coronavirus 2,29898,2021/01/14,NA,NA,NA,SARS-CoV-2/human/KOR/KCDC10847-NCCP43345/2020,Homo sapiens,throat swab,13-JAN-2021,2
MW471392.1,Severe acute respiratory syndrome coronavirus 2,29815,2021/01/14,NA,NA,NA,SARS-CoV-2/human/USA/ND-NDDH-0011/2020,Homo sapiens,nasopharynx,13-JAN-2021,2
MW467449.1,Severe acute respiratory syndrome coronavirus 2,29903,2021/01/14,NA,NA,NA,SARS-CoV-2/human/EGY/EGY_CCHE57357_A_41/2020,Homo sapiens,nasal swab,13-JAN-2021,2
MW467474.1,Severe acute respiratory syndrome coronavirus 2,29903,2021/01/14,NA,NA,NA,SARS-CoV-2/human/EGY/EGY_CCHE57357_A_69/2020,Homo sapiens,nasal swab,13-JAN-2021,2
MW493825.1,Severe acute respiratory syndrome coronavirus 2,29893,2021/01/20,NA,NA,NA,SARS-CoV-2/human/USA/NYP-WCM- COVSUBJ_0665_1_P/2020,Homo sapiens,nasal swab,16-MAY-2023,2
MW493841.1,Severe acute respiratory syndrome coronavirus 2,29899,2021/01/20,NA,NA,NA,SARS-CoV-2/human/USA/NYP-WCM- COVSUBJ_0653_1_P/2020,Homo sapiens,nasal swab,16-MAY-2023,2
MW493726.1,Severe acute respiratory syndrome coronavirus 2,29891,2021/01/20,NA,NA,NA,SARS-CoV-2/human/USA/NYP-WCM- COVSUBJ_0178_1_P/2020,Homo sapiens,nasal swab,16-MAY-2023,2
MW493930.2,Severe acute respiratory syndrome coronavirus 2,29903,2021/01/20,NA,NA,NA,SARS-CoV-2/human/USA/WA-S3289/2020,Homo sapiens,Mid-nasal swab,09-AUG-2021,2
MW467421.1,Severe acute respiratory syndrome coronavirus 2,29903,2021/01/13,NA,NA,NA,SARS-CoV-2/human/EGY/EGY_CCHE57357_A_05/2020,Homo sapiens,nasal swab,13-JAN-2021,2
MW474165.1,Severe acute respiratory syndrome coronavirus 2,29870,2021/01/13,NA,NA,NA,SARS-CoV-2/human/USA/WA-S2991/2020,Homo sapiens,Mid-nasal swab,09-AUG-2021,2
MW467432.1,Severe acute respiratory syndrome coronavirus 2,29903,2021/01/13,NA,NA,NA,SARS-CoV-2/human/EGY/EGY_CCHE57357_A_19/2020,Homo sapiens,nasal swab,13-JAN-2021,2
MW467464.1,Severe acute respiratory syndrome coronavirus 2,29903,2021/01/13,NA,NA,NA,SARS-CoV-2/human/EGY/EGY_CCHE57357_A_56/2020,Homo sapiens,nasal swab,13-JAN-2021,2
MW473685.1,Severe acute respiratory syndrome coronavirus 2,29897,2021/01/13,NA,NA,NA,SARS-CoV-2/human/USA/RI-CDC-3948732-001/2020,Homo sapiens,nasal secretions,08-NOV-2021,2
MW474164.1,Severe acute respiratory syndrome coronavirus 2,29876,2021/01/13,NA,NA,NA,SARS-CoV-2/human/USA/WA-S2990/2020,Homo sapiens,Mid-nasal swab,09-AUG-2021,2
MW467469.1,Severe acute respiratory syndrome coronavirus 2,29903,2021/01/13,NA,NA,NA,SARS-CoV-2/human/EGY/EGY_CCHE57357_A_62/2020,Homo sapiens,nasal swab,13-JAN-2021,2
MW482956.1,Severe acute respiratory syndrome coronavirus 2,29903,2021/01/15,NA,NA,NA,SARS-CoV-2/human/USA/TN-CDC-3928429-001/2020,Homo sapiens,nasopharyngeal swab,08-NOV-2021,2
MW482925.1,Severe acute respiratory syndrome coronavirus 2,29902,2021/01/15,NA,NA,NA,SARS-CoV-2/human/USA/GA-CDC-3918995-001/2020,Homo sapiens,internal nose swab,08-NOV-2021,2
MW454617.1,Severe acute respiratory syndrome coronavirus 2,29862,2021/01/12,NA,NA,NA,SARS-CoV-2/human/USA/MA-MGH-03149/2020,Homo sapiens,clinical,11-JAN-2021,2
MW454423.1,Severe acute respiratory syndrome coronavirus 2,29823,2021/01/12,NA,NA,GISAID: EPI_ISL_751840,SARS-CoV-2/human/USA/NMDOH-2020617070/2020,Homo sapiens,nasopharyngeal swab,11-JAN-2021,2
MW454487.1,Severe acute respiratory syndrome coronavirus 2,29760,2021/01/12,NA,NA,NA,SARS-CoV-2/human/USA/CO-Broad-CMU_00113/2020,Homo sapiens,clinical,11-JAN-2021,2
MW454714.1,Severe acute respiratory syndrome coronavirus 2,29903,2021/01/12,NA,NA,NA,SARS-CoV-2/human/USA/MA-MGH-03419/2020,Homo sapiens,clinical,11-JAN-2021,2
MW454518.1,Severe acute respiratory syndrome coronavirus 2,29903,2021/01/12,NA,NA,NA,SARS-CoV-2/human/USA/MA-MGH-02746/2020,Homo sapiens,clinical,11-JAN-2021,2
MW454610.1,Severe acute respiratory syndrome coronavirus 2,29878,2021/01/12,NA,NA,NA,SARS-CoV-2/human/USA/MA-MGH-03125/2020,Homo sapiens,clinical,11-JAN-2021,2
MW540187.1,Severe acute respiratory syndrome coronavirus 2,29853,2021/01/28,NA,NA,EPI_ISL_876284,SARS-CoV-2/human/USA/MA-MASPHL-01212/2020,Homo sapiens,nasopharyngeal swab,28-JAN-2021,2
MW450666.1,Severe acute respiratory syndrome coronavirus 2,29780,2021/01/09,NA,NA,NA,SARS-CoV-2/human/ITA/APU-POLBA01/2020,Homo sapiens,nasopharyngeal swab,08-JAN-2021,2
MW451205.1,Severe acute respiratory syndrome coronavirus 2,29817,2021/01/09,NA,NA,NA,SARS-CoV-2/human/ITA/APU-POLBA05/2020,Homo sapiens,nasopharyngeal swab,08-JAN-2021,2
MW365145.1,Severe acute respiratory syndrome coronavirus 2,29716,2021/01/22,NA,NA,NA,SARS-CoV-2/human/CHL/Santiago-PUC_MVL_0079/2020,Homo sapiens,nasal swab,22-JAN-2021,2
MW365006.1,Severe acute respiratory syndrome coronavirus 2,29696,2021/01/22,NA,NA,NA,SARS-CoV-2/human/CHL/Santiago-PUC_MVL_0107/2020,Homo sapiens,nasal swab,22-JAN-2021,2
MW364995.1,Severe acute respiratory syndrome coronavirus 2,29714,2021/01/22,NA,NA,NA,SARS-CoV-2/human/CHL/Santiago-PUC_MVL_0125/2020,Homo sapiens,nasal swab,22-JAN-2021,2
MW532098.1,Severe acute respiratory syndrome coronavirus 2,29863,2021/01/27,NA,NA,NA,SARS-CoV-2/human/BGD/GRBL_S9/2020,Homo sapiens,Nasopharyngeal swab; Oropharyngeal swab,27-JAN-2021,2
MW530511.1,Severe acute respiratory syndrome coronavirus 2,29648,2021/01/27,NA,NA,NA,SARS-CoV-2/human/ITA/TUS-C198/2020,Homo sapiens,nasopharyngeal swab,27-JAN-2021,2
MW528801.1,Severe acute respiratory syndrome coronavirus 2,29782,2021/01/27,NA,NA,gender: M; age: 16,SARS-CoV-2/human/USA/CA-QDX-3792/2021,Homo sapiens,patient specimen,27-JAN-2021,2
MT653073.1,Severe acute respiratory syndrome coronavirus 2,29804,2021/01/27,NA,NA,NA,SARS-CoV-2/human/BEN/501/2020,Homo sapiens,nasal swab,27-JAN-2021,2
MW528761.1,Severe acute respiratory syndrome coronavirus 2,29782,2021/01/27,NA,NA,gender: F; age: 39,SARS-CoV-2/human/USA/CA-QDX-3748/2021,Homo sapiens,patient specimen,27-JAN-2021,2
MW528824.1,Severe acute respiratory syndrome coronavirus 2,29782,2021/01/27,NA,NA,gender: F; age: 61,SARS-CoV-2/human/USA/CA-QDX-3815/2021,Homo sapiens,patient specimen,27-JAN-2021,2
MW645718.1,Severe acute respiratory syndrome coronavirus 2,29816,2021/02/24,NA,NA,GISAID ID: EPI_ISL_677308,SARS-CoV-2/human/USA/CO-CDPHE-2008170936/2020,Homo sapiens,patient isolate,22-FEB-2021,2
